chr	start_promoter	end_promoter	strand	gene_name
chr1	52454436	52458436	-	RAB3B
chr1	52519843	52523843	-	TXNDC12
chr1	52497488	52501488	-	KTI12
chr1	52519797	52523797	+	BTF3L4
chr1	52606046	52610046	+	ZFYVE9
chr1	52829865	52833865	-	CC2D1B
chr1	52868131	52872131	-	ORC1
chr1	52868236	52872236	+	PRPF38A
chr1	53017159	53021159	-	ZCCHC11
chr1	53066044	53070044	+	GPX7
chr1	53097016	53101016	+	FAM159A
chr1	53162038	53166038	-	SELRC1
chr1	53190126	53194126	+	ZYG11B
chr1	53306183	53310183	+	ZYG11A
chr1	53390884	53394884	-	ECHDC2
chr1	53390901	53394901	+	SCP2
chr1	53525854	53529854	+	PODN
chr1	53606289	53610289	-	SLC1A7
chr1	53660101	53664101	+	CPT2
chr1	53684289	53688289	-	C1orf123
chr1	53702282	53706282	-	MAGOH
chr1	53791742	53795742	-	LRP8
chr1	53923072	53927072	+	DMRTB1
chr1	54197877	54201877	-	GLIS1
chr1	54302533	54306533	-	NDC1
chr1	54354407	54358407	-	YIPF1
chr1	54354912	54358912	+	DIO1
chr1	54409602	54413602	-	HSPB11
chr1	54409750	54413750	+	LRRC42
chr1	54481856	54485856	-	LDLRAD1
chr1	54517177	54521177	-	TMEM59
chr1	54517260	54521260	+	TCEANC2
chr1	54567968	54571968	+	AL161915.1
chr1	54617443	54621443	-	CDCP2
chr1	54663746	54667746	-	RP11-446E24.4
chr1	54635997	54639997	-	AL357673.1
chr1	54663709	54667709	-	CYB5RL
chr1	54647714	54651714	+	MRPL37
chr1	54877152	54881152	-	SSBP3
chr1	54701710	54705710	+	SSBP3-AS1
chr1	55005930	55009930	+	ACOT11
chr1	55087229	55091229	-	FAM151A
chr1	55105459	55109459	+	MROH7-TTC4
chr1	55105463	55109463	+	MROH7
chr1	55179495	55183495	+	TTC4
chr1	55228187	55232187	-	PARS2
chr1	55264940	55268940	-	TTC22
chr1	55269736	55273736	+	C1orf177
chr1	55350891	55354891	-	DHCR24
chr1	55444465	55448465	+	TMEM61
chr1	55462606	55466606	+	BSND
chr1	55503221	55507221	+	PCSK9
chr1	55678786	55682786	-	USP24
chr1	57108974	57112974	-	PPAP2B
chr1	57108995	57112995	+	PRKAA2
chr1	57283369	57287369	-	C1orf168
chr1	57318479	57322479	+	C8A
chr1	57429813	57433813	-	C8B
chr1	59010406	59014406	-	DAB1
chr1	59010474	59014474	-	OMA1
chr1	59041166	59045166	-	TACSTD2
chr1	59163764	59167764	-	MYSM1
chr1	59247785	59251785	-	JUN
chr1	59760310	59764310	+	FGGY
chr1	60278458	60282458	+	HOOK1
chr1	60390462	60394462	-	CYP2J2
chr1	60537442	60541442	-	C1orf87
chr1	61328931	61332931	+	NFIA
chr1	62189095	62193095	-	TM2D1
chr1	62206149	62210149	+	INADL
chr1	62658503	62662503	+	L1TD1
chr1	62783085	62787085	-	KANK4
chr1	62899968	62903968	+	USP1
chr1	63151969	63155969	-	DOCK7
chr1	63061158	63065158	+	ANGPTL3
chr1	63071437	63075437	+	AL138847.1
chr1	63247806	63251806	+	ATG4C
chr1	63786730	63790730	+	FOXD3
chr1	63831261	63835261	+	ALG6
chr1	64057392	64061392	-	ITGB3BP
chr1	63987043	63991043	+	EFCAB7
chr1	64012588	64016588	+	DLEU2L
chr1	64056947	64060947	+	PGM1
chr1	64237693	64241693	+	ROR1
chr1	64667310	64671310	+	UBE2U
chr1	64934428	64938428	+	CACHD1
chr1	65208778	65212778	+	RAVER2
chr1	65430187	65434187	-	JAK1
chr1	65611232	65615232	+	AK4
chr1	65711902	65715902	+	DNAJC6
chr1	65884248	65888248	+	LEPR
chr1	65884270	65888270	+	LEPROT
chr1	66256197	66260197	+	PDE4B
chr1	66997066	67001066	+	SGIP1
chr1	67140710	67144710	-	AL139147.1
chr1	67216142	67220142	+	TCTEX1D1
chr1	67264939	67268939	-	INSL5
chr1	67388570	67392570	-	WDR78
chr1	67388578	67392578	+	MIER1
chr1	67517782	67521782	-	SLC35D1
chr1	67695536	67699536	-	C1orf141
chr1	67630083	67634083	+	IL23R
chr1	67771047	67775047	+	IL12RB2
chr1	67894098	67898098	-	SERBP1
chr1	68148744	68152744	+	GADD45A
chr1	68297150	68301150	-	GNG12
chr1	68515314	68519314	-	DIRAS3
chr1	68696803	68700803	-	WLS
chr1	68913642	68917642	-	RPE65
chr1	68960904	68964904	-	DEPDC1
chr1	70032081	70036081	+	LRRC7
chr1	70669303	70673303	-	LRRC40
chr1	70669365	70673365	+	SRSF11
chr1	70818417	70822417	-	ANKRD13C
chr1	70818488	70822488	+	HHLA3
chr1	70874901	70878901	+	CTH
chr1	71511491	71515491	-	PTGER3
chr1	71544980	71548980	-	ZRANB2
chr1	72746417	72750417	-	NEGR1
chr1	74661871	74665871	-	LRRIQ3
chr1	74661896	74665896	+	FPGT
chr1	74661919	74665919	+	FPGT-TNNI3K
chr1	74661947	74665947	+	TNNI3K
chr1	74976298	74980298	-	LRRC53
chr1	75137422	75141422	-	C1orf173
chr1	75197092	75201092	-	CRYZ
chr1	75196836	75200836	+	TYW3
chr1	75592119	75596119	+	LHX8
chr1	76074801	76078801	-	SLC44A5
chr1	76188036	76192036	+	ACADM
chr1	76249879	76253879	+	RABGGTB
chr1	76260567	76264567	+	MSH4
chr1	76396116	76400116	-	ASB17
chr1	76538404	76542404	+	ST6GALNAC3
chr1	77331126	77335126	+	ST6GALNAC5
chr1	77683115	77687115	-	PIGK
chr1	77745736	77749736	+	AK5
chr1	78147104	78151104	-	ZZZ3
chr1	78223537	78227537	-	USP33
chr1	78243309	78247309	+	FAM73A
chr1	78352198	78356198	+	NEXN
chr1	78442794	78446794	-	FUBP1
chr1	78442859	78446859	+	DNAJB4
chr1	78443226	78447226	+	GIPC2
chr1	78767568	78771568	+	PTGFR
chr1	79083607	79087607	+	IFI44L
chr1	79113481	79117481	+	IFI44
chr1	79470403	79474403	-	ELTD1
chr1	81769845	81773845	+	LPHN2
chr1	84462833	84466833	-	TTLL7
chr1	84541745	84545745	+	PRKACB
chr1	84762049	84766049	+	SAMD13
chr1	84862215	84866215	+	DNASE2B
chr1	84942942	84946942	+	RPF1
chr1	84970248	84974248	-	GNG5
chr1	85038163	85042163	-	CTBS
chr1	85098703	85102703	-	C1orf180
chr1	85154486	85158486	-	SSX2IP
chr1	85356896	85360896	-	LPAR3
chr1	85460796	85464796	-	MCOLN2
chr1	85462830	85466830	+	WDR63
chr1	85512182	85516182	-	MCOLN3
chr1	85664729	85668729	-	SYDE2
chr1	85723355	85727355	-	C1orf52
chr1	85740773	85744773	-	BCL10
chr1	86041933	86045933	-	DDAH1
chr1	86044444	86048444	+	CYR61
chr1	86172116	86176116	-	ZNHIT6
chr1	86620626	86624626	-	COL24A1
chr1	86860023	86864023	-	ODF2L
chr1	86887769	86891769	+	CLCA2
chr1	86932051	86936051	+	CLCA1
chr1	87010761	87014761	+	CLCA4
chr1	87168259	87172259	+	SH3GLB1
chr1	87378107	87382107	-	SEP15
chr1	87378331	87382331	+	HS2ST1
chr1	87456692	87460692	+	RP5-1052I5.2
chr1	87792151	87796151	+	LMO4
chr1	89147905	89151905	+	PKN2
chr1	89355627	89359627	-	GTF2B
chr1	89456636	89460636	-	CCBL2
chr1	89456643	89460643	-	RBMXL1
chr1	89486577	89490577	-	GBP3
chr1	89529043	89533043	-	GBP1
chr1	89614139	89618139	-	GBP2
chr1	89639723	89643723	-	GBP7
chr1	89662615	89666615	-	GBP4
chr1	89736544	89740544	-	GBP5
chr1	89827617	89831617	+	GBP6
chr1	89988395	89992395	+	LRRC8B
chr1	90096631	90100631	+	LRRC8C
chr1	90096699	90100699	+	RP11-302M6.4
chr1	90284573	90288573	+	LRRC8D
chr1	90458671	90462671	+	ZNF326
chr1	91180794	91184794	-	BARHL2
chr1	91485829	91489829	-	ZNF644
chr1	91868426	91872426	-	HFM1
chr1	91964408	91968408	+	CDC7
chr1	92369892	92373892	-	TGFBR3
chr1	92412928	92416928	+	BRDT
chr1	92493539	92497539	+	EPHX4
chr1	92543862	92547862	+	BTBD8
chr1	92630542	92634542	+	KIAA1107
chr1	92681497	92685497	+	C1orf146
chr1	92762544	92766544	-	GLMN
chr1	92762522	92766522	+	RPAP2
chr1	92950433	92954433	-	GFI1
chr1	93255961	93259961	-	EVI5
chr1	93295582	93299582	+	RPL5
chr1	93425057	93429057	-	FAM69A
chr1	93542792	93546792	+	MTF2
chr1	93644285	93648285	-	TMED5
chr1	93643476	93647476	+	CCDC18
chr1	93809445	93813445	+	DR1
chr1	93911688	93915688	+	FNBP1L
chr1	94310706	94314706	-	BCAR3
chr1	94343474	94347474	-	DNTTIP2
chr1	94372966	94376966	-	GCLM
chr1	94584688	94588688	-	ABCA4
chr1	94738624	94742624	-	ARHGAP29
chr1	94881933	94885933	+	ABCD3
chr1	95005356	95009356	-	F3
chr1	95283898	95287898	+	SLC44A3
chr1	95390834	95394834	-	CNN3
chr1	95536501	95540501	-	ALG14
chr1	95580894	95584894	+	TMEM56
chr1	95581479	95585479	+	RP11-57H12.6
chr1	95697711	95701711	+	RWDD3
chr1	96401457	96405457	+	RP11-147C23.1
chr1	97185221	97189221	+	PTBP2
chr1	98384605	98388605	-	DPYD
chr1	99125236	99129236	+	SNX7
chr1	99468588	99472588	-	LPPR5
chr1	99727509	99731509	+	LPPR4
chr1	100109499	100113499	+	PALMD
chr1	100230187	100234187	-	FRRS1
chr1	100313640	100317640	+	AGL
chr1	100433345	100437345	+	SLC35A3
chr1	100501653	100505653	+	HIAT1
chr1	100596511	100600511	-	SASS6
chr1	100596706	100600706	+	TRMT13
chr1	100641771	100645771	-	LRRC39
chr1	100713390	100717390	-	DBT
chr1	100729763	100733763	+	RTCA
chr1	100808584	100812584	+	CDC14A
chr1	101001693	101005693	+	GPR88
chr1	101183298	101187298	+	VCAM1
chr1	101359554	101363554	-	EXTL2
chr1	101359632	101363632	+	SLC30A7
chr1	101489644	101493644	-	DPH5
chr1	101453761	101457761	+	AC093157.1
chr1	101700444	101704444	+	S1PR1
chr1	102460586	102464586	-	OLFM3
chr1	103572052	103576052	-	COL11A1
chr1	104066313	104070313	+	RNPC3
chr1	104094437	104098437	+	AMY2B
chr1	104157999	104161999	+	AMY2A
chr1	104195912	104199912	+	AMY1A
chr1	104237302	104241302	-	AMY1B
chr1	104291028	104295028	+	AMY1C
chr1	107597267	107601267	+	PRMT6
chr1	107680629	107684629	+	NTNG1
chr1	108505766	108509766	-	VAV3
chr1	108741471	108745471	-	SLC25A24
chr1	108784689	108788689	-	NBPF4
chr1	108916421	108920421	+	NBPF6
chr1	109100711	109104711	+	FAM102B
chr1	109202148	109206148	-	HENMT1
chr1	109232945	109236945	+	PRPF38B
chr1	109253279	109257279	+	FNDC7
chr1	109287296	109291296	+	STXBP3
chr1	109504106	109508106	-	AKNAD1
chr1	109415972	109419972	+	GPSM2
chr1	109504111	109508111	-	CLCC1
chr1	109582850	109586850	-	WDR47
chr1	109616624	109620624	-	TAF13
chr1	109630425	109634425	+	TMEM167B
chr1	109654479	109658479	-	C1orf194
chr1	109654301	109658301	+	KIAA1324
chr1	109754540	109758540	+	SARS
chr1	109790641	109794641	+	CELSR2
chr1	109823808	109827808	-	PSRC1
chr1	109847663	109851663	-	MYBPHL
chr1	109938573	109942573	-	SORT1
chr1	109967062	109971062	-	PSMA5
chr1	110007180	110011180	+	SYPL2
chr1	110024101	110028101	+	ATXN7L2
chr1	110034674	110038674	+	CYB561D1
chr1	110050360	110054360	-	AMIGO1
chr1	110080494	110084494	+	GPR61
chr1	110089233	110093233	+	GNAI3
chr1	110153679	110157679	-	GNAT2
chr1	110156726	110160726	+	AMPD2
chr1	110196703	110200703	+	GSTM4
chr1	110208644	110212644	+	GSTM2
chr1	110228436	110232436	+	GSTM1
chr1	110252864	110256864	+	GSTM5
chr1	110282384	110286384	-	GSTM3
chr1	110304649	110308649	-	EPS8L3
chr1	110450864	110454864	+	CSF1
chr1	110525308	110529308	+	AHCYL1
chr1	110572199	110576199	+	STRIP1
chr1	110611322	110615322	-	ALX3
chr1	110653062	110657062	+	UBL4B
chr1	110691108	110695108	+	SLC6A17
chr1	110751965	110755965	+	KCNC4
chr1	110879128	110883128	+	RBM15
chr1	110931704	110935704	-	SLC16A4
chr1	110948564	110952564	-	LAMTOR5
chr1	110991822	110995822	+	PROK1
chr1	111059797	111063797	-	KCNA10
chr1	111172096	111176096	-	KCNA2
chr1	111215655	111219655	-	KCNA3
chr1	111413775	111417775	+	CD53
chr1	111504701	111508701	-	LRIF1
chr1	111680838	111684838	-	DRAM2
chr1	111680249	111684249	+	CEPT1
chr1	111745157	111749157	-	DENND2D
chr1	111741393	111745393	+	CHI3L2
chr1	111831484	111835484	+	CHIA
chr1	111886910	111890910	+	PIFO
chr1	111968399	111972399	-	OVGP1
chr1	111989998	111993998	-	WDR77
chr1	111989486	111993486	+	ATP5F1
chr1	112014414	112018414	+	C1orf162
chr1	112104584	112108584	-	ADORA3
chr1	112082840	112086840	+	RAP1A
chr1	112296446	112300446	-	FAM212B
chr1	112295867	112299867	+	DDX20
chr1	112529777	112533777	-	KCND3
chr1	112936803	112940803	+	CTTNBP2NL
chr1	113007163	113011163	+	WNT2B
chr1	113161447	113165447	-	ST7L
chr1	113159795	113163795	+	CAPZA1
chr1	113213763	113217763	+	MOV10
chr1	113248056	113252056	-	RHOC
chr1	113252055	113256055	-	RP11-426L16.10
chr1	113256099	113260099	-	PPM1J
chr1	113261041	113265041	+	FAM19A3
chr1	113497635	113501635	-	SLC16A1
chr1	113613831	113617831	+	LRIG2
chr1	113931371	113935371	+	MAGI3
chr1	114300111	114304111	-	PHTF1
chr1	114353098	114357098	-	RSBN1
chr1	114412381	114416381	-	PTPN22
chr1	114428169	114432169	-	BCL2L15
chr1	114445823	114449823	-	AP4B1
chr1	114445763	114449763	+	DCLRE1B
chr1	114469814	114473814	+	HIPK1
chr1	114520063	114524063	+	OLFML3
chr1	114694541	114698541	-	SYT6
chr1	115051781	115055781	-	TRIM33
chr1	115122260	115126260	-	BCAS2
chr1	115211043	115215043	-	DENND2C
chr1	115236239	115240239	-	AMPD1
chr1	115257515	115261515	-	NRAS
chr1	115299297	115303297	-	CSDE1
chr1	115321306	115325306	-	SIKE1
chr1	115395424	115399424	+	SYCP1
chr1	115570415	115574415	+	TSHB
chr1	115630121	115634121	-	TSPAN2
chr1	115878857	115882857	-	NGF
chr1	116182574	116186574	+	VANGL1
chr1	116309402	116313402	-	CASQ2
chr1	116384538	116388538	-	NHLH2
chr1	116517119	116521119	+	SLC22A15
chr1	116652376	116656376	+	MAB21L3
chr1	116913290	116917290	+	ATP1A1
chr1	116924718	116928718	-	AL136376.1
chr1	117111661	117115661	-	CD58
chr1	117208375	117212375	-	IGSF3
chr1	117234734	117238734	+	C1orf137
chr1	117295007	117299007	+	CD2
chr1	117450679	117454679	+	PTGFRN
chr1	117542382	117546382	+	CD101
chr1	117600925	117604925	+	TTF2
chr1	117663209	117667209	-	TRIM45
chr1	117751556	117755556	-	VTCN1
chr1	117908071	117912071	+	MAN1A2
chr1	118146556	118150556	+	FAM46C
chr1	118470253	118474253	-	GDAP2
chr1	118470343	118474343	+	WDR3
chr1	118725846	118729846	-	SPAG17
chr1	119530179	119534179	-	TBX15
chr1	119681294	119685294	-	WARS2
chr1	119909402	119913402	+	HAO2
chr1	119955554	119959554	+	HSD3B2
chr1	120047821	120051821	+	HSD3B1
chr1	120188396	120192396	-	ZNF697
chr1	120200421	120204421	+	PHGDH
chr1	120309528	120313528	-	HMGCS2
chr1	120352283	120356283	-	REG4
chr1	120437118	120441118	-	ADAM30
chr1	120610240	120614240	-	NOTCH2
chr1	120835756	120839756	+	FAM72B
chr1	120933937	120937937	-	FCGR1B
chr1	143765881	143769881	-	PPIAL4G
chr1	143911143	143915143	-	FAM72D
chr1	144144808	144148808	+	NBPF8
chr1	144337738	144341738	+	AL592284.1
chr1	144362246	144366246	-	PPIAL4B
chr1	144809744	144813744	+	NBPF9
chr1	145074186	145078186	-	PDE4DIP
chr1	144987309	144991309	+	AL590452.1
chr1	145207119	145211119	+	NOTCH2NL
chr1	145207145	145211145	+	RP11-458D21.5
chr1	145287772	145291772	+	NBPF10
chr1	145411095	145415095	+	HFE2
chr1	145436469	145440469	+	TXNIP
chr1	145468388	145472388	-	POLR3GL
chr1	145468508	145472508	+	ANKRD34A
chr1	145475085	145479085	+	LIX1L
chr1	145505598	145509598	+	RBM8A
chr1	145514252	145518252	+	PEX11B
chr1	145522891	145526891	+	ITGA10
chr1	145547230	145551230	+	ANKRD35
chr1	145573233	145577233	+	PIAS3
chr1	145587439	145591439	-	NUDT17
chr1	145609025	145613025	-	POLR3C
chr1	145609036	145613036	+	RNF115
chr1	145713614	145717614	-	CD160
chr1	145724918	145728918	+	PDZK1
chr1	145825103	145829103	-	GPR89A
chr1	145881868	145885868	+	GPR89C
chr1	146080765	146084765	-	NBPF11
chr1	146371546	146375546	+	NBPF12
chr1	146642129	146646129	-	PRKAB2
chr1	146712700	146716700	-	FMO5
chr1	146712291	146716291	+	CHD1L
chr1	147011182	147015182	+	BCL9
chr1	147140618	147144618	-	ACP6
chr1	147243484	147247484	-	GJA5
chr1	147372946	147376946	+	GJA8
chr1	147398506	147402506	+	GPR89B
chr1	147632886	147636886	-	NBPF24
chr1	147630428	147634428	-	BX842679.1
chr1	147953419	147957419	-	PPIAL4A
chr1	148023863	148027863	-	NBPF14
chr1	148200536	148204536	-	PPIAL4D
chr1	148345506	148349506	-	NBPF20
chr1	148553979	148557979	+	NBPF15
chr1	148737443	148741443	+	NBPF16
chr1	149398542	149402542	-	HIST2H3PS2
chr1	149457549	149461549	-	FAM72C
chr1	149551003	149555003	+	PPIAL4C
chr1	149673978	149677978	+	AL358813.2
chr1	149752227	149756227	+	FCGR1A
chr1	149781928	149785928	-	HIST2H2BF
chr1	149783236	149787236	-	HIST2H3D
chr1	149802221	149806221	+	HIST2H4A
chr1	149810765	149814765	-	HIST2H3C
chr1	149812478	149816478	-	HIST2H2AA3
chr1	149820643	149824643	+	HIST2H2AA4
chr1	149822181	149826181	+	HIST2H3A
chr1	149830714	149834714	-	HIST2H4B
chr1	149856232	149860232	-	HIST2H2BE
chr1	149856525	149860525	+	HIST2H2AC
chr1	149857466	149861466	-	HIST2H2AB
chr1	149857440	149861440	+	BOLA1
chr1	149887434	149891434	-	SV2A
chr1	149898236	149902236	-	SF3B4
chr1	149906791	149910791	-	MTMR11
chr1	149980625	149984625	-	OTUD7B
chr1	150037369	150041369	+	VPS45
chr1	150119373	150123373	+	PLEKHO1
chr1	150206504	150210504	-	ANP32E
chr1	150227554	150231554	+	CA14
chr1	150239980	150243980	-	APH1A
chr1	150238600	150242600	+	C1orf54
chr1	150252953	150256953	+	C1orf51
chr1	150264289	150268289	+	MRPS21
chr1	150291925	150295925	+	PRPF3
chr1	150333567	150337567	+	RPRD2
chr1	150457887	150461887	+	TARS2
chr1	150478538	150482538	+	ECM1
chr1	150519884	150523884	+	ADAMTSL4
chr1	150519897	150523897	+	AL356356.1
chr1	150531969	150535969	-	ADAMTSL4-AS1
chr1	150550066	150554066	-	MCL1
chr1	150600088	150604088	-	ENSA
chr1	150667630	150671630	-	GOLPH3L
chr1	150691364	150695364	-	HORMAD1
chr1	150736433	150740433	-	CTSS
chr1	150778799	150782799	-	CTSK
chr1	150847244	150851244	-	ARNT
chr1	150896739	150900739	+	SETDB1
chr1	150945479	150949479	-	CERS2
chr1	150952493	150956493	+	ANXA9
chr1	150978851	150982851	-	FAM63A
chr1	150978896	150982896	+	PRUNE
chr1	151007046	151011046	+	BNIPL
chr1	151018216	151022216	+	C1orf56
chr1	151040801	151044801	-	CDC42SE1
chr1	151028234	151032234	+	MLLT11
chr1	151041054	151045054	+	GABPB2
chr1	151117104	151121104	-	SEMA6C
chr1	151127105	151131105	+	TNFAIP8L2
chr1	151127140	151131140	+	SCNM1
chr1	151136424	151140424	-	LYSMD1
chr1	151146760	151150760	-	TMOD4
chr1	151165797	151169797	-	VPS72
chr1	151168425	151172425	+	PIP5K1A
chr1	151225179	151229179	+	PSMD4
chr1	151252405	151256405	-	RP11-126K1.2
chr1	151252094	151256094	+	ZNF687
chr1	151298191	151302191	-	PI4KB
chr1	151317833	151321833	-	RFX5
chr1	151343209	151347209	-	SELENBP1
chr1	151370010	151374010	+	PSMB4
chr1	151429941	151433941	-	POGZ
chr1	151480986	151484986	+	CGN
chr1	151510781	151514781	+	TUFT1
chr1	151582541	151586541	+	SNX27
chr1	151687290	151691290	-	CELF3
chr1	151680909	151684909	+	RIIAD1
chr1	151680909	151684909	+	AL589765.1
chr1	151734040	151738040	-	MRPL9
chr1	151733445	151737445	+	OAZ3
chr1	151761892	151765892	-	TDRKH
chr1	151776630	151780630	-	LINGO4
chr1	151802348	151806348	-	RORC
chr1	151811033	151815033	-	C2CD4D
chr1	151824173	151828173	-	THEM5
chr1	151880284	151884284	-	THEM4
chr1	151964866	151968866	-	S100A10
chr1	152018383	152022383	-	S100A11
chr1	152059540	152063540	-	TCHHL1
chr1	152084556	152088556	-	TCHH
chr1	152129704	152133704	-	RPTN
chr1	152194669	152198669	-	HRNR
chr1	152295679	152299679	-	FLG
chr1	152330482	152334482	-	FLG2
chr1	152384739	152388739	-	CRNN
chr1	152481320	152485320	+	LCE5A
chr1	152484978	152488978	+	CRCT1
chr1	152537248	152541248	-	LCE3E
chr1	152550980	152554980	-	LCE3D
chr1	152571138	152575138	+	LCE3C
chr1	152584287	152588287	+	LCE3B
chr1	152593579	152597579	-	LCE3A
chr1	152633872	152637872	+	LCE2D
chr1	152645771	152649771	+	LCE2B
chr1	152645771	152649771	+	LCE2C
chr1	152668840	152672840	+	LCE2A
chr1	152678636	152682636	+	LCE4A
chr1	152689998	152693998	+	C1orf68
chr1	152728506	152732506	+	KPRP
chr1	152746848	152750848	+	LCE1F
chr1	152756690	152760690	+	LCE1E
chr1	152767227	152771227	+	LCE1D
chr1	152777107	152781107	-	LCE1C
chr1	152782447	152786447	+	LCE1B
chr1	152797949	152801949	+	LCE1A
chr1	152813344	152817344	+	LCE6A
chr1	152848793	152852793	+	SMCP
chr1	152879021	152883021	+	IVL
chr1	152941142	152945142	+	SPRR4
chr1	152954557	152958557	+	SPRR1A
chr1	152972223	152976223	+	SPRR3
chr1	153001678	153005678	+	SPRR1B
chr1	153012407	153016407	-	SPRR2D
chr1	153028013	153032013	-	SPRR2A
chr1	153111927	153115927	-	SPRR2B
chr1	153076660	153080660	-	SPRR2E
chr1	153083991	153087991	-	SPRR2F
chr1	153121345	153125345	-	SPRR2G
chr1	153173919	153177919	+	LELP1
chr1	153188060	153192060	+	PRR9
chr1	153230176	153234176	+	LOR
chr1	153281194	153285194	-	PGLYRP3
chr1	153319316	153323316	-	PGLYRP4
chr1	153328330	153332330	+	S100A9
chr1	153346125	153350125	-	S100A12
chr1	153361664	153365664	-	S100A8
chr1	153387000	153391000	+	S100A7A
chr1	153410425	153414425	-	S100A7L2
chr1	153431177	153435177	-	S100A7
chr1	153506720	153510720	-	S100A6
chr1	153512241	153516241	-	S100A5
chr1	153520612	153524612	-	S100A4
chr1	153519848	153523848	-	S100A3
chr1	153538366	153542366	-	S100A2
chr1	153583621	153587621	-	S100A16
chr1	153587462	153591462	-	S100A14
chr1	153604568	153608568	-	S100A13
chr1	153598402	153602402	+	S100A1
chr1	153604525	153608525	+	CHTOP
chr1	153629130	153633130	+	SNAPIN
chr1	153641524	153645524	-	ILF2
chr1	153649113	153653113	+	NPR1
chr1	153698543	153702543	+	INTS3
chr1	153744830	153748830	+	SLC27A3
chr1	153893451	153897451	-	GATAD2B
chr1	153917172	153921172	-	DENND4B
chr1	153929101	153933101	-	CRTC2
chr1	153938188	153942188	-	SLC39A1
chr1	153938010	153942010	+	CREB3L4
chr1	153948164	153952164	-	JTB
chr1	153956834	153960834	-	RAB13
chr1	153961235	153965235	+	RPS27
chr1	154125592	154129592	-	NUP210L
chr1	154165124	154169124	-	TPM3
chr1	154176809	154180809	-	C1orf189
chr1	154191104	154195104	-	C1orf43
chr1	154190655	154194655	+	UBAP2L
chr1	154242987	154246987	+	HAX1
chr1	154291566	154295566	+	AQP10
chr1	154296029	154300029	+	ATP8B2
chr1	154375669	154379669	+	IL6R
chr1	154472589	154476589	-	SHE
chr1	154472695	154476695	+	TDRD10
chr1	154529504	154533504	-	UBE2Q1
chr1	154538257	154542257	+	CHRNB2
chr1	154598475	154602475	-	ADAR
chr1	154583067	154587067	+	AL606500.1
chr1	154840756	154844756	-	KCNN3
chr1	154907467	154911467	-	PMVK
chr1	154926599	154930599	-	PBXIP1
chr1	154934329	154938329	-	PYGO2
chr1	154944871	154948871	-	SHC1
chr1	154945129	154949129	+	CKS1B
chr1	154953814	154957814	+	FLAD1
chr1	154964062	154968062	+	LENEP
chr1	154973127	154977127	+	ZBTB7B
chr1	155004257	155008257	-	DCST2
chr1	155004300	155008300	+	DCST1
chr1	155021042	155025042	+	ADAM15
chr1	155034207	155038207	+	EFNA4
chr1	155034224	155038224	+	EFNA3
chr1	155034224	155038224	+	EFNA3
chr1	155097936	155101936	+	EFNA1
chr1	155105820	155109820	+	SLC50A1
chr1	155111071	155115071	-	DPM3
chr1	155143951	155147951	-	KRTCAP2
chr1	155157748	155161748	-	RP11-201K10.3
chr1	155143873	155147873	+	TRIM46
chr1	155160707	155164707	-	MUC1
chr1	155176842	155180842	-	THBS3
chr1	155176490	155180490	+	MTX1
chr1	155212490	155216490	-	GBA
chr1	155223274	155227274	-	FAM189B
chr1	155230221	155234221	-	SCAMP3
chr1	155246282	155250282	-	CLK2
chr1	155245374	155249374	+	HCN3
chr1	155269225	155273225	-	PKLR
chr1	155276539	155280539	+	FDPS
chr1	155288687	155292687	+	RUSC1
chr1	155530598	155534598	-	ASH1L
chr1	155577979	155581979	+	MSTO1
chr1	155656791	155660791	-	YY1AP1
chr1	155655751	155659751	+	DAP3
chr1	155827191	155831191	-	GON4L
chr1	155827300	155831300	+	SYT11
chr1	155879195	155883195	-	RIT1
chr1	155902191	155906191	-	KIAA0907
chr1	155909480	155913480	+	RXFP4
chr1	155974861	155978861	-	ARHGEF2
chr1	155988750	155992750	-	SSR2
chr1	156021585	156025585	-	UBQLN4
chr1	156022543	156026543	+	LAMTOR2
chr1	156028951	156032951	+	RAB25
chr1	156049789	156053789	-	MEX3A
chr1	156050364	156054364	+	LMNA
chr1	156115157	156119157	+	SEMA4A
chr1	156161880	156165880	+	SLC25A44
chr1	156180773	156184773	+	PMF1-BGLAP
chr1	156180784	156184784	+	PMF1
chr1	156209753	156213753	+	BGLAP
chr1	156215881	156219881	-	PAQR6
chr1	156250620	156254620	-	SMG5
chr1	156250726	156254726	+	TMEM79
chr1	156263463	156267463	-	C1orf85
chr1	156267428	156271428	-	VHLL
chr1	156335664	156339664	-	CCT3
chr1	156305105	156309105	+	TSACC
chr1	156337003	156341003	+	RHBG
chr1	156398493	156402493	-	C1orf61
chr1	156468620	156472620	-	MEF2D
chr1	156540396	156544396	-	IQGAP3
chr1	156547519	156551519	+	TTC24
chr1	156559554	156563554	+	APOA1BP
chr1	156569288	156573288	-	GPATCH4
chr1	156587086	156591086	+	HAPLN2
chr1	156609182	156613182	+	BCAN
chr1	156645189	156649189	-	NES
chr1	156673608	156677608	-	CRABP2
chr1	156696591	156700591	-	ISG20L2
chr1	156696234	156700234	+	RRNAD1
chr1	156709382	156713382	-	MRPL24
chr1	156734717	156738717	-	HDGF
chr1	156718402	156722402	+	PRCC
chr1	156784654	156788654	-	SH2D2A
chr1	156783432	156787432	+	NTRK1
chr1	156826810	156830810	-	INSRR
chr1	156861490	156865490	+	PEAR1
chr1	156888442	156892442	+	LRRC71
