chr	start_promoter	end_promoter	strand	gene_name	gene_id
chr1	32741830	32774970	+	KIAA1522	ENSG00000162522.11
chr1	32775237	32818153	-	YARS1	ENSG00000134684.10
chr1	32816767	32858875	+	S100PBP	ENSG00000116497.18
chr1	32862268	32872482	-	FNDC5	ENSG00000160097.19
chr1	32885994	32898441	+	HPCA	ENSG00000121905.10
chr1	32894594	32901438	-	TMEM54	ENSG00000121900.19
chr1	32936445	32964685	-	RNF19B	ENSG00000116514.16
chr1	33007940	33080996	-	AK2	ENSG00000004455.17
chr1	33081104	33123492	+	AZIN2	ENSG00000142920.17
chr1	33145399	33182059	-	TRIM62	ENSG00000116525.14
chr1	33256492	33300719	+	ZNF362	ENSG00000160094.15
chr1	33306766	33321098	-	A3GALT2	ENSG00000184389.9
chr1	33323623	33431052	-	PHC2	ENSG00000134686.18
chr1	33472645	33496507	+	ZSCAN20	ENSG00000121903.14
chr1	33513999	34165842	-	CSMD2	ENSG00000121904.17
chr1	33860475	33864791	+	HMGB4	ENSG00000176256.10
chr1	34166883	34219131	+	C1orf94	ENSG00000142698.15
chr1	34712737	34859755	-	SMIM12	ENSG00000163866.9
chr1	34755047	34758512	+	GJB5	ENSG00000189280.3
chr1	34759740	34762327	+	GJB4	ENSG00000189433.7
chr1	34781214	34786369	+	GJB3	ENSG00000188910.8
chr1	34792999	34795747	+	GJA4	ENSG00000187513.9
chr1	34865436	34929650	-	DLGAP3	ENSG00000116544.12
chr1	34974356	34985313	-	AC114490.3	ENSG00000284773.1
chr1	34981533	35031741	-	AC114490.2	ENSG00000271741.1
chr1	34981535	34985353	-	TMEM35B	ENSG00000243749.1
chr1	34986165	35031945	-	ZMYM6	ENSG00000163867.17
chr1	35032172	35115859	+	ZMYM1	ENSG00000197056.11
chr1	35176378	35193145	-	SFPQ	ENSG00000116560.11
chr1	35268709	35422058	+	ZMYM4	ENSG00000146463.12
chr1	35433492	35557950	-	KIAA0319L	ENSG00000142687.18
chr1	35557473	35567274	+	NCDN	ENSG00000020129.16
chr1	35573314	35595328	+	TFAP2E	ENSG00000116819.8
chr1	35599541	35641526	-	PSMB2	ENSG00000126067.12
chr1	35713877	35718894	-	C1orf216	ENSG00000142686.8
chr1	35720218	35769978	-	CLSPN	ENSG00000092853.14
chr1	35808016	35857890	+	AGO4	ENSG00000134698.11
chr1	35869808	35930532	+	AGO1	ENSG00000092847.13
chr1	35930718	36072500	+	AGO3	ENSG00000126070.20
chr1	36084094	36088275	+	TEKT2	ENSG00000092850.12
chr1	36088892	36093932	+	ADPRS	ENSG00000116863.11
chr1	36095239	36125222	-	COL8A2	ENSG00000171812.13
chr1	36136570	36156053	-	TRAPPC3	ENSG00000054116.12
chr1	36155579	36180849	+	MAP7D1	ENSG00000116871.15
chr1	36224432	36305357	+	THRAP3	ENSG00000054118.15
chr1	36306368	36329340	+	SH3D21	ENSG00000214193.11
chr1	36322031	36324154	-	EVA1B	ENSG00000142694.6
chr1	36339624	36385924	-	STK40	ENSG00000196182.11
chr1	36391238	36397908	-	LSM10	ENSG00000181817.6
chr1	36415827	36450451	-	OSCP1	ENSG00000116885.18
chr1	36455718	36464384	-	MRPS15	ENSG00000116898.12
chr1	36466043	36483278	-	CSF3R	ENSG00000119535.18
chr1	36795527	37034515	-	GRIK3	ENSG00000163873.10
chr1	37474580	37484377	+	ZC3H12A	ENSG00000163874.11
chr1	37492575	37514774	-	MEAF6	ENSG00000163875.15
chr1	37534449	37554293	-	SNIP1	ENSG00000163877.11
chr1	37556919	37566857	+	DNALI1	ENSG00000163879.11
chr1	37566816	37595937	-	GNL2	ENSG00000134697.13
chr1	37611350	37634892	-	RSPO1	ENSG00000169218.14
chr1	37681570	37692249	-	C1orf109	ENSG00000116922.14
chr1	37692481	37709719	+	CDCA8	ENSG00000134690.11
chr1	37713880	37765133	-	EPHA10	ENSG00000183317.17
chr1	37793802	37801137	+	MANEAL	ENSG00000185090.14
chr1	37802945	37808208	-	YRDC	ENSG00000196449.4
chr1	37806979	37809454	+	C1orf122	ENSG00000197982.14
chr1	37809574	37859592	-	MTF1	ENSG00000188786.10
chr1	37860697	37947057	-	INPP5B	ENSG00000204084.13
chr1	37956975	37990075	-	SF3A3	ENSG00000183431.12
chr1	37996770	38005606	-	FHL3	ENSG00000183386.10
chr1	38009258	38024820	+	UTP11	ENSG00000183520.12
chr1	38043829	38046793	-	POU3F1	ENSG00000185668.8
chr1	38838198	38859772	-	RRAGC	ENSG00000116954.8
chr1	38862493	38873368	-	MYCBP	ENSG00000214114.9
chr1	38864501	38881617	-	AL139260.3	ENSG00000274944.4
chr1	38874069	38881587	-	GJA9	ENSG00000131233.10
chr1	38885807	38941830	-	RHBDL2	ENSG00000158315.11
chr1	38991276	39006059	+	AKIRIN1	ENSG00000174574.16
chr1	39026318	39034636	+	NDUFS5	ENSG00000168653.11
chr1	39081316	39487177	+	MACF1	ENSG00000127603.29
chr1	39491636	39529869	+	BMP8A	ENSG00000183682.8
chr1	39560816	39576790	-	PABPC4	ENSG00000090621.14
chr1	39623435	39639643	-	HEYL	ENSG00000163909.8
chr1	39659121	39672038	-	NT5C1A	ENSG00000116981.3
chr1	39678648	39691485	-	HPCAL4	ENSG00000116983.13
chr1	39692182	39763914	+	PPIE	ENSG00000084072.17
chr1	39757182	39788865	-	BMP8B	ENSG00000116985.12
chr1	39769523	39771348	-	OXCT2	ENSG00000198754.5
chr1	39838110	39883511	-	TRIT1	ENSG00000043514.17
chr1	39895426	39902256	-	MYCL	ENSG00000116990.11
chr1	39955112	39969968	+	MFSD2A	ENSG00000168389.18
chr1	40040233	40072649	+	CAP1	ENSG00000131236.17
chr1	40071461	40097727	-	PPT1	ENSG00000131238.17
chr1	40161387	40240921	+	RLF	ENSG00000117000.9
chr1	40245947	40251684	+	TMCO2	ENSG00000188800.6
chr1	40258236	40294180	+	ZMPSTE24	ENSG00000084073.9
chr1	40300489	40317813	-	COL9A2	ENSG00000049089.15
chr1	40344850	40423326	+	SMAP2	ENSG00000084070.12
chr1	40450102	40463718	+	ZFP69B	ENSG00000187801.15
chr1	40477290	40496343	+	ZFP69	ENSG00000187815.10
chr1	40508741	40516556	+	EXO5	ENSG00000164002.11
chr1	40531573	40548167	+	ZNF684	ENSG00000117010.17
chr1	40620680	40665682	-	RIMS3	ENSG00000117016.10
chr1	40691648	40771603	+	NFYC	ENSG00000066136.20
chr1	40783787	40840452	+	KCNQ4	ENSG00000117013.17
chr1	40861054	40862363	-	CITED4	ENSG00000179862.7
chr1	40979688	41012565	+	CTPS1	ENSG00000171793.16
chr1	41015597	41023237	-	SLFNL1	ENSG00000171790.15
chr1	41027200	41242154	-	SCMH1	ENSG00000010803.16
chr1	41361922	41383590	+	FOXO6	ENSG00000204060.7
chr1	41478775	41484683	-	EDN2	ENSG00000127129.10
chr1	41506365	42035925	-	HIVEP3	ENSG00000127124.16
chr1	41585306	41628816	-	AC119676.1	ENSG00000284895.1
chr1	42153410	42155820	+	GUCA2B	ENSG00000044012.4
chr1	42162690	42164745	-	GUCA2A	ENSG00000197273.4
chr1	42176539	42335877	-	FOXJ3	ENSG00000198815.9
chr1	42380792	42424232	+	RIMKLA	ENSG00000177181.15
chr1	42430329	42456253	-	ZMYND12	ENSG00000066185.13
chr1	42456117	42473385	+	PPCS	ENSG00000127125.9
chr1	42463221	42657190	+	CCDC30	ENSG00000186409.18
chr1	42658423	42676758	+	PPIH	ENSG00000171960.11
chr1	42682418	42703805	+	YBX1	ENSG00000065978.19
chr1	42733093	42740254	-	CLDN19	ENSG00000164007.11
chr1	42746335	42767084	-	P3H1	ENSG00000117385.16
chr1	42767249	42779491	+	C1orf50	ENSG00000164008.16
chr1	42767292	42794493	+	AC098484.3	ENSG00000283580.3
chr1	42785007	42816619	+	TMEM269	ENSG00000274386.5
chr1	42807052	42817397	-	SVBP	ENSG00000177868.12
chr1	42817122	42844991	+	ERMAP	ENSG00000164010.15
chr1	42846573	42852477	+	ZNF691	ENSG00000164011.18
chr1	42925375	42958868	-	SLC2A1	ENSG00000117394.23
chr1	43145153	43156396	+	FAM183A	ENSG00000186973.11
chr1	43164175	43270936	-	EBNA1BP2	ENSG00000117395.12
chr1	43172149	43254358	+	CFAP57	ENSG00000243710.7
chr1	43269983	43274002	+	TMEM125	ENSG00000179178.11
chr1	43281877	43285617	-	C1orf210	ENSG00000253313.6
chr1	43300982	43323108	+	TIE1	ENSG00000066056.14
chr1	43337818	43354466	+	MPL	ENSG00000117400.18
chr1	43358981	43363203	+	CDC20	ENSG00000117399.14
chr1	43363398	43368074	-	ELOVL1	ENSG00000066322.15
chr1	43383917	43389808	-	MED8	ENSG00000159479.17
chr1	43389882	43454247	+	SZT2	ENSG00000198198.17
chr1	43451003	43453989	-	HYI	ENSG00000178922.16
chr1	43525187	43623666	+	PTPRF	ENSG00000142949.17
chr1	43650149	43705518	+	KDM4A	ENSG00000066135.13
chr1	43650149	43931014	+	AL451062.4	ENSG00000284989.1
chr1	43705824	43931165	+	ST3GAL3	ENSG00000126091.21
chr1	43933320	43937240	+	ARTN	ENSG00000117407.17
chr1	43946950	43968022	+	IPO13	ENSG00000117408.11
chr1	43970000	43973369	+	DPH2	ENSG00000132768.14
chr1	43974487	43978295	+	ATP6V0B	ENSG00000117410.14
chr1	43978943	43991170	+	B4GALT2	ENSG00000117411.16
chr1	43991359	43996528	+	CCDC24	ENSG00000159214.13
chr1	43991500	44031467	-	SLC6A9	ENSG00000196517.13
chr1	44118821	44135140	+	KLF17	ENSG00000171872.5
chr1	44137821	44141631	-	KLF18	ENSG00000283039.1
chr1	44213455	44220681	+	DMAP1	ENSG00000178028.14
chr1	44221070	44355260	-	ERI3	ENSG00000117419.16
chr1	44405194	44651724	+	RNF220	ENSG00000187147.18
chr1	44635238	44674481	-	TMEM53	ENSG00000126106.14
chr1	44674692	44725591	+	ARMH1	ENSG00000198520.12
chr1	44739818	44767767	+	KIF2C	ENSG00000142945.13
chr1	44775251	44778779	+	RPS8	ENSG00000142937.12
chr1	44783585	44788170	-	BEST4	ENSG00000142959.5
chr1	44800377	44805990	+	PLK3	ENSG00000173846.13
chr1	44805913	44806675	-	TCTEX1D4	ENSG00000188396.3
chr1	44808482	44815585	+	BTBD19	ENSG00000222009.8
chr1	44819844	44843253	-	PTCH2	ENSG00000117425.14
chr1	44850522	44986722	-	EIF2B3	ENSG00000070785.17
chr1	45002540	45011324	-	HECTD3	ENSG00000126107.15
chr1	45010950	45015575	+	UROD	ENSG00000126088.14
chr1	45016399	45306209	-	ZSWIM5	ENSG00000162415.7
chr1	45326895	45328679	+	HPDL	ENSG00000186603.6
chr1	45329163	45340893	-	MUTYH	ENSG00000132781.18
chr1	45329262	45491155	-	AL451136.1	ENSG00000288208.1
chr1	45340052	45343973	+	TOE1	ENSG00000132773.12
chr1	45343883	45491163	-	TESK2	ENSG00000070759.17
chr1	45493866	45500079	-	CCDC163	ENSG00000280670.3
chr1	45500300	45513382	+	MMACHC	ENSG00000132763.15
chr1	45511036	45523047	-	PRDX1	ENSG00000117450.14
chr1	45550543	45570049	+	AKR1A1	ENSG00000117448.13
chr1	45583846	45618904	+	NASP	ENSG00000132780.17
chr1	45620044	45624057	-	CCDC17	ENSG00000159588.15
chr1	45627304	45688113	-	GPBP1L1	ENSG00000159592.11
chr1	45688181	45694436	+	TMEM69	ENSG00000159596.7
chr1	45694324	45750653	-	IPP	ENSG00000197429.11
chr1	45786987	46036122	+	MAST2	ENSG00000086015.22
chr1	46040140	46133036	-	PIK3R3	ENSG00000117461.15
chr1	46043661	46176488	-	P3R3URF-PIK3R3	ENSG00000278139.1
chr1	46175073	46185962	+	TSPAN1	ENSG00000117472.10
chr1	46175486	46176488	-	P3R3URF	ENSG00000250719.2
chr1	46188682	46220305	-	POMGNT1	ENSG00000085998.14
chr1	46203334	46221256	+	LURAP1	ENSG00000171357.6
chr1	46246461	46278480	+	RAD54L	ENSG00000085999.13
chr1	46261196	46303608	-	LRRC41	ENSG00000132128.16
chr1	46303698	46316776	+	UQCRH	ENSG00000173660.12
chr1	46340177	46365152	+	NSUN4	ENSG00000117481.10
chr1	46394317	46413848	+	FAAH	ENSG00000117480.16
chr1	46489836	46516216	+	DMBX1	ENSG00000197587.11
chr1	46532166	46543969	-	TMEM275	ENSG00000282881.2
chr1	46545641	46551647	-	KNCN	ENSG00000162456.10
chr1	46557408	46616843	-	MKNK1	ENSG00000079277.21
chr1	46607715	46616891	-	MOB3C	ENSG00000142961.14
chr1	46632737	46673867	-	ATPAF1	ENSG00000123472.12
chr1	46668855	46673594	+	TEX38	ENSG00000186118.9
chr1	46674659	46719146	-	EFCAB14	ENSG00000159658.13
chr1	46757838	46819413	+	CYP4B1	ENSG00000142973.14
chr1	46929177	46941484	-	CYP4A11	ENSG00000187048.13
chr1	47023669	47050751	+	CYP4X1	ENSG00000186377.8
chr1	47067231	47118318	+	CYP4Z1	ENSG00000186160.5
chr1	47137435	47149735	+	CYP4A22	ENSG00000162365.12
chr1	47183582	47191044	-	PDZK1IP1	ENSG00000162366.8
chr1	47216290	47232220	-	TAL1	ENSG00000162367.11
chr1	47250139	47314147	-	STIL	ENSG00000123473.15
chr1	47333797	47378839	+	CMPK1	ENSG00000162368.13
chr1	47416285	47418052	+	FOXE3	ENSG00000186790.6
chr1	47438044	47440691	+	FOXD2	ENSG00000186564.6
chr1	47760528	47997385	-	TRABD2B	ENSG00000269113.4
chr1	48222685	48248644	+	SLC5A9	ENSG00000117834.12
chr1	48295373	48472208	-	SPATA6	ENSG00000132122.12
chr1	48532854	50023954	-	AGBL4	ENSG00000186094.17
chr1	48727519	48776969	-	BEND5	ENSG00000162373.13
chr1	50024029	50203772	+	ELAVL4	ENSG00000162374.18
chr1	50417550	50423443	-	DMRTA2	ENSG00000142700.12
chr1	50437028	50960267	-	FAF1	ENSG00000185104.20
chr1	50960745	50974634	+	CDKN2C	ENSG00000123080.12
chr1	51102221	51148086	+	C1orf185	ENSG00000204006.10
chr1	51236273	51273447	+	RNF11	ENSG00000123091.5
chr1	51287258	51345116	-	TTC39A	ENSG00000085831.15
chr1	51354263	51519266	-	EPS15	ENSG00000085832.17
chr1	51577179	51798427	+	OSBPL9	ENSG00000117859.19
chr1	51789191	51878937	-	NRDC	ENSG00000078618.21
chr1	51907956	51990700	-	RAB3B	ENSG00000169213.7
chr1	52020131	52055191	-	TXNDC12	ENSG00000117862.13
chr1	52020153	52033350	-	AL445685.3	ENSG00000285839.1
chr1	52032103	52033810	-	KTI12	ENSG00000198841.4
chr1	52056199	52090716	+	BTF3L4	ENSG00000134717.18
chr1	52142094	52346686	+	ZFYVE9	ENSG00000157077.14
chr1	52345723	52366193	-	CC2D1B	ENSG00000154222.14
chr1	52372829	52404423	-	ORC1	ENSG00000085840.13
chr1	52404602	52420836	+	PRPF38A	ENSG00000134748.13
chr1	52408282	52553487	-	TUT4	ENSG00000134744.14
chr1	52602371	52609051	+	GPX7	ENSG00000116157.6
chr1	52633168	52669683	+	SHISAL2A	ENSG00000182183.15
chr1	52684449	52698347	-	COA7	ENSG00000162377.6
chr1	52726453	52827336	+	ZYG11B	ENSG00000162378.13
chr1	52842511	52894998	+	ZYG11A	ENSG00000203995.10
chr1	52895910	52927212	-	ECHDC2	ENSG00000121310.17
chr1	52927276	53051698	+	SCP2	ENSG00000116171.19
chr1	53062052	53085501	+	PODN	ENSG00000174348.14
chr1	53087179	53142638	-	SLC1A7	ENSG00000162383.13
chr1	53196792	53214197	+	CPT2	ENSG00000157184.7
chr1	53214099	53220634	-	CZIB	ENSG00000162384.14
chr1	53226900	53238518	-	MAGOH	ENSG00000162385.11
chr1	53242364	53328469	-	LRP8	ENSG00000157193.18
chr1	53459399	53467488	+	DMRTB1	ENSG00000143006.7
chr1	53506237	53738106	-	GLIS1	ENSG00000174332.5
chr1	53765478	53838463	-	NDC1	ENSG00000058804.12
chr1	53851719	53889798	-	YIPF1	ENSG00000058799.15
chr1	53891239	53911086	+	DIO1	ENSG00000211452.11
chr1	53916574	53945929	-	HSPB11	ENSG00000081870.11
chr1	53946085	53968168	+	LRRC42	ENSG00000116212.15
chr1	54007298	54018186	-	LDLRAD1	ENSG00000203985.11
chr1	54026681	54053504	-	TMEM59	ENSG00000116209.12
chr1	54053584	54112519	+	TCEANC2	ENSG00000116205.14
chr1	54132686	54200073	-	AL357673.1	ENSG00000256407.2
chr1	54132968	54153770	-	CDCP2	ENSG00000157211.11
chr1	54169651	54200036	-	CYB5RL	ENSG00000215883.10
chr1	54184041	54225464	+	MRPL37	ENSG00000116221.15
chr1	54225432	54413479	-	SSBP3	ENSG00000157216.15
chr1	54542257	54639192	+	ACOT11	ENSG00000162390.17
chr1	54609181	54623556	-	FAM151A	ENSG00000162391.12
chr1	54641754	54710266	+	MROH7	ENSG00000184313.20
chr1	54641786	54742308	+	MROH7-TTC4	ENSG00000271723.5
chr1	54715861	54742657	+	TTC4	ENSG00000243725.7
chr1	54756898	54764523	-	PARS2	ENSG00000162396.6
chr1	54779712	54801323	-	TTC22	ENSG00000006555.11
chr1	54806063	54842252	+	LEXM	ENSG00000162398.11
chr1	54849627	54887195	-	DHCR24	ENSG00000116133.13
chr1	54980628	54992288	+	TMEM61	ENSG00000143001.5
chr1	54998933	55017172	+	BSND	ENSG00000162399.9
chr1	55039447	55064852	+	PCSK9	ENSG00000169174.11
chr1	55066359	55215364	-	USP24	ENSG00000162402.14
chr1	56173433	56524495	-	AC119674.2	ENSG00000284686.1
chr1	56494761	56645301	-	PLPP3	ENSG00000162407.9
chr1	56645314	56715335	+	PRKAA2	ENSG00000162409.11
chr1	56718789	56819696	-	FYB2	ENSG00000187889.13
chr1	56854797	56918223	+	C8A	ENSG00000157131.11
chr1	56929207	56966140	-	C8B	ENSG00000021852.13
chr1	56994778	58546734	-	DAB1	ENSG00000173406.15
chr1	58415384	58546802	-	OMA1	ENSG00000162600.12
chr1	58575433	58577252	-	TACSTD2	ENSG00000184292.7
chr1	58643440	58700077	-	MYSM1	ENSG00000162601.11
chr1	58780791	58784047	-	JUN	ENSG00000177606.7
chr1	59296638	59810647	+	FGGY	ENSG00000172456.18
chr1	59814786	59876322	+	HOOK1	ENSG00000134709.12
chr1	59893308	59926773	-	CYP2J2	ENSG00000134716.11
chr1	59987269	60073770	-	C1orf87	ENSG00000162598.13
chr1	60865259	61462788	+	NFIA	ENSG00000162599.17
chr1	61681046	61725423	-	TM2D1	ENSG00000162604.12
chr1	61742406	62178675	+	PATJ	ENSG00000132849.20
chr1	62194849	62212328	+	L1TD1	ENSG00000240563.2
chr1	62236165	62319434	-	KANK4	ENSG00000132854.19
chr1	62436297	62451804	+	USP1	ENSG00000162607.13
chr1	62454298	62688386	-	DOCK7	ENSG00000116641.18
chr1	62597520	62606313	+	ANGPTL3	ENSG00000132855.5
chr1	62784132	62865516	+	ATG4C	ENSG00000125703.15
chr1	63322567	63325128	+	FOXD3	ENSG00000187140.6
chr1	63367575	63438553	+	ALG6	ENSG00000088035.18
chr1	63440770	63593721	-	ITGB3BP	ENSG00000142856.16
chr1	63523372	63572693	+	EFCAB7	ENSG00000203965.13
chr1	63593411	63660245	+	PGM1	ENSG00000079739.17
chr1	63774017	64181498	+	ROR1	ENSG00000185483.12
chr1	64203627	64267368	+	UBE2U	ENSG00000177414.13
chr1	64470129	64693058	+	CACHD1	ENSG00000158966.16
chr1	64745095	64833232	+	RAVER2	ENSG00000162437.14
chr1	64833229	65067754	-	JAK1	ENSG00000162434.13
chr1	65147549	65232145	+	AK4	ENSG00000162433.15
chr1	65248219	65415871	+	DNAJC6	ENSG00000116675.16
chr1	65420587	65436007	+	LEPROT	ENSG00000213625.9
chr1	65420652	65641559	+	LEPR	ENSG00000116678.20
chr1	65792514	66374579	+	PDE4B	ENSG00000184588.18
chr1	66533383	66751139	+	SGIP1	ENSG00000118473.22
chr1	66752459	66779047	+	TCTEX1D1	ENSG00000152760.10
chr1	66797741	66801256	-	INSL5	ENSG00000172410.4
chr1	66812885	66924856	-	WDR78	ENSG00000152763.17
chr1	66924895	66988619	+	MIER1	ENSG00000198160.14
chr1	66999350	67054148	-	SLC35D1	ENSG00000116704.8
chr1	67092165	67231853	-	C1orf141	ENSG00000203963.11
chr1	67138907	67259979	+	IL23R	ENSG00000162594.16
chr1	67307364	67397090	+	IL12RB2	ENSG00000081985.12
chr1	67407810	67430415	-	SERBP1	ENSG00000142864.14
chr1	67685201	67688334	+	GADD45A	ENSG00000116717.13
chr1	67701475	67833467	-	GNG12	ENSG00000172380.6
chr1	68045886	68051631	-	DIRAS3	ENSG00000162595.7
chr1	68098473	68233120	-	WLS	ENSG00000116729.14
chr1	68428822	68449954	-	RPE65	ENSG00000116745.7
chr1	68474152	68497221	-	DEPDC1	ENSG00000024526.17
chr1	69567922	70151945	+	LRRC7	ENSG00000033122.21
chr1	70144805	70205579	-	LRRC40	ENSG00000066557.6
chr1	70205682	70253052	+	SRSF11	ENSG00000116754.13
chr1	70258999	70354734	-	ANKRD13C	ENSG00000118454.13
chr1	70354805	70385339	+	HHLA3	ENSG00000197568.14
chr1	70411218	70439851	+	CTH	ENSG00000116761.12
chr1	70852353	71047808	-	PTGER3	ENSG00000050628.20
chr1	71063291	71081289	-	ZRANB2	ENSG00000132485.14
chr1	71395943	72282539	-	NEGR1	ENSG00000172260.15
chr1	74026015	74198187	-	LRRIQ3	ENSG00000162620.16
chr1	74198212	74234086	+	FPGT	ENSG00000254685.6
chr1	74198235	74544393	+	FPGT-TNNI3K	ENSG00000259030.7
chr1	74235387	74544428	+	TNNI3K	ENSG00000116783.15
chr1	74469878	74512614	-	LRRC53	ENSG00000162621.6
chr1	74568117	74673792	-	ERICH3	ENSG00000178965.14
chr1	74705482	74733408	-	CRYZ	ENSG00000116791.14
chr1	74733152	74766678	+	TYW3	ENSG00000162623.16
chr1	75128434	75161533	+	LHX8	ENSG00000162624.14
chr1	75202131	75611116	-	SLC44A5	ENSG00000137968.16
chr1	75724347	75787575	+	ACADM	ENSG00000117054.14
chr1	75786197	75795086	+	RABGGTB	ENSG00000137955.16
chr1	75796882	75913242	+	MSH4	ENSG00000057468.7
chr1	75918873	75932404	-	ASB17	ENSG00000154007.7
chr1	76074746	76634603	+	ST6GALNAC3	ENSG00000184005.11
chr1	76867480	77067546	+	ST6GALNAC5	ENSG00000117069.15
chr1	77088989	77219430	-	PIGK	ENSG00000142892.15
chr1	77282019	77559966	+	AK5	ENSG00000154027.19
chr1	77562416	77683419	-	AC118549.1	ENSG00000036549.13
chr1	77695987	77759852	-	USP33	ENSG00000077254.14
chr1	77779624	77879539	+	MIGA1	ENSG00000180488.15
chr1	77888513	77943895	+	NEXN	ENSG00000162614.18
chr1	77944055	77979110	-	FUBP1	ENSG00000162613.16
chr1	77979175	78017964	+	DNAJB4	ENSG00000162616.9
chr1	77979542	78138444	+	GIPC2	ENSG00000137960.6
chr1	78303884	78540701	+	PTGFR	ENSG00000122420.10
chr1	78619922	78646145	+	IFI44L	ENSG00000137959.16
chr1	78649796	78664078	+	IFI44	ENSG00000137965.11
chr1	78889764	79282124	-	ADGRL4	ENSG00000162618.15
chr1	81306147	81992436	+	ADGRL2	ENSG00000117114.20
chr1	83865024	83999150	-	TTLL7	ENSG00000137941.17
chr1	84078062	84238498	+	PRKACB	ENSG00000142875.19
chr1	84298366	84389957	+	SAMD13	ENSG00000203943.8
chr1	84398532	84415018	+	DNASE2B	ENSG00000137976.7
chr1	84479259	84498352	+	RPF1	ENSG00000117133.11
chr1	84498325	84506581	-	GNG5	ENSG00000174021.11
chr1	84506300	84566194	+	SPATA1	ENSG00000122432.18
chr1	84549611	84574480	-	CTBS	ENSG00000117151.13
chr1	84643707	84690803	-	SSX2IP	ENSG00000117155.16
chr1	84811602	84893206	-	LPAR3	ENSG00000171517.6
chr1	84925583	84997113	-	MCOLN2	ENSG00000153898.13
chr1	84999147	85133138	+	WDR63	ENSG00000162643.13
chr1	85018082	85048500	-	MCOLN3	ENSG00000055732.13
chr1	85156889	85201016	-	SYDE2	ENSG00000097096.9
chr1	85249953	85259672	-	C1orf52	ENSG00000162642.14
chr1	85265776	85276632	-	BCL10	ENSG00000142867.14
chr1	85318481	85578363	-	DDAH1	ENSG00000153904.20
chr1	85580761	85583950	+	CCN1	ENSG00000142871.17
chr1	85649417	85708433	-	ZNHIT6	ENSG00000117174.11
chr1	85729233	86156943	-	COL24A1	ENSG00000171502.15
chr1	86346824	86396342	-	ODF2L	ENSG00000122417.15
chr1	86424171	86456553	+	CLCA2	ENSG00000137975.8
chr1	86468368	86500259	+	CLCA1	ENSG00000016490.16
chr1	86547078	86580754	+	CLCA4	ENSG00000016602.9
chr1	86704570	86748184	+	SH3GLB1	ENSG00000097033.14
chr1	86862445	86914424	-	SELENOF	ENSG00000183291.17
chr1	86914635	87109982	+	HS2ST1	ENSG00000153936.17
chr1	86993009	87169204	+	AC093155.3	ENSG00000267561.2
chr1	87328880	87348923	+	LMO4	ENSG00000143013.13
chr1	88684222	88836255	+	PKN2	ENSG00000065243.20
chr1	88852633	88891944	-	GTF2B	ENSG00000137947.12
chr1	88935773	88992953	-	KYAT3	ENSG00000137944.18
chr1	88979456	88992960	-	RBMXL1	ENSG00000213516.10
chr1	89006679	89022894	-	GBP3	ENSG00000117226.12
chr1	89052319	89065230	-	GBP1	ENSG00000117228.10
chr1	89106132	89150456	-	GBP2	ENSG00000162645.13
chr1	89131742	89176009	-	GBP7	ENSG00000213512.3
chr1	89181144	89198942	-	GBP4	ENSG00000162654.9
chr1	89258950	89272804	-	GBP5	ENSG00000154451.14
chr1	89364059	89388160	+	GBP6	ENSG00000183347.15
chr1	89524836	89597864	+	LRRC8B	ENSG00000197147.13
chr1	89633072	89769903	+	LRRC8C	ENSG00000171488.15
chr1	89633140	89933250	+	AC093423.3	ENSG00000271949.1
chr1	89821014	89936611	+	LRRC8D	ENSG00000171492.14
chr1	89995110	90035533	+	ZNF326	ENSG00000162664.17
chr1	90711539	90717302	-	BARHL2	ENSG00000143032.8
chr1	90915298	91022272	-	ZNF644	ENSG00000122482.21
chr1	91260766	91404856	-	HFM1	ENSG00000162669.16
chr1	91500851	91525764	+	CDC7	ENSG00000097046.13
chr1	91680343	91906335	-	TGFBR3	ENSG00000069702.11
chr1	91949371	92014426	+	BRDT	ENSG00000137948.18
chr1	92029985	92063538	+	EPHX4	ENSG00000172031.7
chr1	92074533	92075441	-	SETSIP	ENSG00000230667.5
chr1	92080305	92184725	+	BTBD8	ENSG00000189195.14
chr1	92217915	92245813	+	C1orf146	ENSG00000203910.9
chr1	92246402	92298987	-	GLMN	ENSG00000174842.17
chr1	92299059	92402056	+	RPAP2	ENSG00000122484.9
chr1	92473043	92486925	-	GFI1	ENSG00000162676.12
chr1	92508696	92792404	-	EVI5	ENSG00000067208.14
chr1	92832013	92841924	+	RPL5	ENSG00000122406.14
chr1	92832737	92961522	-	DIPK1A	ENSG00000154511.12
chr1	93079235	93139079	+	MTF2	ENSG00000143033.18
chr1	93149742	93180516	-	TMED5	ENSG00000117500.13
chr1	93179919	93278730	+	CCDC18	ENSG00000122483.17
chr1	93345907	93369493	+	DR1	ENSG00000117505.13
chr1	93448131	93554661	+	FNBP1L	ENSG00000137942.16
chr1	93561741	93847150	-	BCAR3	ENSG00000137936.18
chr1	93866284	93879918	-	DNTTIP2	ENSG00000067334.14
chr1	93885199	93909456	-	GCLM	ENSG00000023909.10
chr1	93992834	94121148	-	ABCA4	ENSG00000198691.13
chr1	94148988	94275068	-	ARHGAP29	ENSG00000137962.13
chr1	94418389	94518666	+	ABCD3	ENSG00000117528.14
chr1	94529173	94541759	-	F3	ENSG00000117525.14
chr1	94820342	94895246	+	SLC44A3	ENSG00000143036.17
